,cropped_image_file,label,image_width,image_height
288,maksssksksss156-288.png,with_mask,20,19
289,maksssksksss156-289.png,with_mask,14,13
290,maksssksksss156-290.png,mask_incorrectly_worn,21,19
291,maksssksksss156-291.png,mask_incorrectly_worn,27,22
292,maksssksksss156-292.png,mask_incorrectly_worn,25,23
293,maksssksksss156-293.png,without_mask,19,18
294,maksssksksss156-294.png,without_mask,23,22
295,maksssksksss156-295.png,without_mask,16,15
296,maksssksksss156-296.png,without_mask,16,18
297,maksssksksss156-297.png,without_mask,17,17
298,maksssksksss156-298.png,without_mask,18,19
299,maksssksksss157-299.png,with_mask,20,21
300,maksssksksss157-300.png,without_mask,34,27
301,maksssksksss157-301.png,with_mask,41,29
302,maksssksksss157-302.png,with_mask,26,24
303,maksssksksss157-303.png,with_mask,37,34
304,maksssksksss157-304.png,with_mask,24,19
305,maksssksksss157-305.png,with_mask,34,32
306,maksssksksss157-306.png,with_mask,29,27
307,maksssksksss158-307.png,with_mask,22,22
308,maksssksksss158-308.png,with_mask,15,13
309,maksssksksss158-309.png,with_mask,17,14
310,maksssksksss158-310.png,with_mask,24,20
311,maksssksksss158-311.png,with_mask,14,11
312,maksssksksss158-312.png,with_mask,15,15
313,maksssksksss158-313.png,with_mask,14,15
314,maksssksksss158-314.png,with_mask,20,21
315,maksssksksss158-315.png,with_mask,18,18
316,maksssksksss158-316.png,with_mask,15,13
317,maksssksksss158-317.png,with_mask,19,17
318,maksssksksss158-318.png,with_mask,19,19
319,maksssksksss158-319.png,with_mask,22,17
321,maksssksksss159-321.png,with_mask,64,53
322,maksssksksss159-322.png,with_mask,13,11
323,maksssksksss159-323.png,with_mask,17,13
324,maksssksksss159-324.png,with_mask,14,12
329,maksssksksss159-329.png,with_mask,12,12
330,maksssksksss159-330.png,with_mask,73,69
333,maksssksksss16-333.png,with_mask,118,98
334,maksssksksss160-334.png,with_mask,71,80
335,maksssksksss160-335.png,with_mask,88,80
336,maksssksksss161-336.png,without_mask,101,67
337,maksssksksss162-337.png,with_mask,127,105
338,maksssksksss163-338.png,with_mask,18,17
339,maksssksksss163-339.png,with_mask,28,23
340,maksssksksss164-340.png,with_mask,26,28
341,maksssksksss164-341.png,with_mask,24,22
342,maksssksksss164-342.png,with_mask,21,19
343,maksssksksss164-343.png,without_mask,26,26
344,maksssksksss164-344.png,without_mask,24,22
345,maksssksksss164-345.png,with_mask,18,15
346,maksssksksss164-346.png,with_mask,19,19
347,maksssksksss164-347.png,with_mask,19,19
348,maksssksksss164-348.png,with_mask,27,25
349,maksssksksss165-349.png,with_mask,108,99
350,maksssksksss165-350.png,with_mask,103,86
351,maksssksksss166-351.png,with_mask,57,52
352,maksssksksss166-352.png,with_mask,40,30
353,maksssksksss166-353.png,with_mask,30,23
354,maksssksksss166-354.png,with_mask,27,22
355,maksssksksss166-355.png,with_mask,23,18
356,maksssksksss166-356.png,with_mask,22,21
357,maksssksksss167-357.png,with_mask,44,51
358,maksssksksss167-358.png,with_mask,42,37
359,maksssksksss167-359.png,with_mask,43,40
360,maksssksksss167-360.png,with_mask,15,10
361,maksssksksss168-361.png,without_mask,16,22
362,maksssksksss168-362.png,with_mask,17,16
363,maksssksksss168-363.png,with_mask,11,12
364,maksssksksss168-364.png,with_mask,122,118
365,maksssksksss168-365.png,without_mask,30,21
366,maksssksksss169-366.png,with_mask,105,68
367,maksssksksss17-367.png,with_mask,118,96
368,maksssksksss170-368.png,with_mask,156,137
369,maksssksksss171-369.png,with_mask,169,154
370,maksssksksss172-370.png,without_mask,108,90
371,maksssksksss173-371.png,with_mask,22,24
372,maksssksksss173-372.png,mask_incorrectly_worn,29,25
373,maksssksksss174-373.png,with_mask,54,51
374,maksssksksss174-374.png,with_mask,44,40
375,maksssksksss174-375.png,with_mask,56,54
376,maksssksksss174-376.png,with_mask,48,41
377,maksssksksss175-377.png,with_mask,61,61
378,maksssksksss175-378.png,with_mask,62,33
379,maksssksksss176-379.png,with_mask,42,25
380,maksssksksss176-380.png,with_mask,36,32
381,maksssksksss176-381.png,with_mask,33,26
382,maksssksksss176-382.png,with_mask,33,25
383,maksssksksss176-383.png,with_mask,29,23
384,maksssksksss176-384.png,with_mask,35,38
385,maksssksksss176-385.png,with_mask,26,15
386,maksssksksss176-386.png,mask_incorrectly_worn,49,40
387,maksssksksss176-387.png,without_mask,36,28
388,maksssksksss176-388.png,without_mask,27,21
389,maksssksksss176-389.png,without_mask,33,13
390,maksssksksss177-390.png,with_mask,42,48
391,maksssksksss177-391.png,with_mask,47,45
392,maksssksksss178-392.png,with_mask,35,35
393,maksssksksss178-393.png,without_mask,26,21
394,maksssksksss178-394.png,without_mask,22,20
395,maksssksksss179-395.png,with_mask,31,29
396,maksssksksss179-396.png,with_mask,19,17
397,maksssksksss179-397.png,without_mask,18,17
398,maksssksksss179-398.png,without_mask,23,27
399,maksssksksss18-399.png,with_mask,62,58
400,maksssksksss18-400.png,with_mask,58,55
401,maksssksksss180-401.png,with_mask,134,107
402,maksssksksss181-402.png,with_mask,24,23
403,maksssksksss181-403.png,with_mask,25,24
404,maksssksksss181-404.png,without_mask,37,34
405,maksssksksss182-405.png,without_mask,50,50
406,maksssksksss182-406.png,with_mask,60,65
407,maksssksksss183-407.png,with_mask,36,31
408,maksssksksss183-408.png,with_mask,48,43
409,maksssksksss183-409.png,without_mask,20,18
410,maksssksksss183-410.png,without_mask,21,15
411,maksssksksss184-411.png,with_mask,29,26
412,maksssksksss184-412.png,with_mask,28,24
413,maksssksksss184-413.png,with_mask,21,24
414,maksssksksss184-414.png,with_mask,27,27
415,maksssksksss184-415.png,with_mask,29,32
416,maksssksksss184-416.png,with_mask,20,22
417,maksssksksss184-417.png,with_mask,19,16
418,maksssksksss184-418.png,with_mask,17,15
419,maksssksksss184-419.png,with_mask,14,12
420,maksssksksss184-420.png,with_mask,38,26
421,maksssksksss185-421.png,with_mask,48,32
422,maksssksksss185-422.png,with_mask,42,24
423,maksssksksss185-423.png,with_mask,24,30
424,maksssksksss185-424.png,with_mask,17,18
425,maksssksksss186-425.png,with_mask,63,48
426,maksssksksss187-426.png,with_mask,85,90
427,maksssksksss188-427.png,with_mask,113,99
428,maksssksksss189-428.png,without_mask,48,19
429,maksssksksss189-429.png,without_mask,32,34
430,maksssksksss189-430.png,with_mask,51,45
431,maksssksksss19-431.png,without_mask,23,17
432,maksssksksss19-432.png,with_mask,24,26
433,maksssksksss19-433.png,without_mask,34,34
434,maksssksksss19-434.png,with_mask,71,78
435,maksssksksss19-435.png,with_mask,59,66
436,maksssksksss19-436.png,without_mask,18,20
437,maksssksksss190-437.png,with_mask,80,79
438,maksssksksss191-438.png,with_mask,81,76
439,maksssksksss192-439.png,with_mask,47,45
440,maksssksksss193-440.png,with_mask,79,84
441,maksssksksss193-441.png,with_mask,116,125
442,maksssksksss194-442.png,with_mask,18,15
443,maksssksksss194-443.png,without_mask,11,11
444,maksssksksss195-444.png,with_mask,211,184
445,maksssksksss196-445.png,with_mask,112,71
446,maksssksksss197-446.png,with_mask,44,44
447,maksssksksss198-447.png,with_mask,165,177
450,maksssksksss199-450.png,with_mask,15,10
451,maksssksksss199-451.png,with_mask,13,10
452,maksssksksss199-452.png,with_mask,14,13
453,maksssksksss2-453.png,with_mask,27,37
454,maksssksksss2-454.png,with_mask,27,24
455,maksssksksss2-455.png,with_mask,35,24
456,maksssksksss2-456.png,mask_incorrectly_worn,34,33
457,maksssksksss20-457.png,with_mask,64,60
458,maksssksksss200-458.png,with_mask,102,105
459,maksssksksss200-459.png,with_mask,62,65
460,maksssksksss200-460.png,with_mask,101,86
461,maksssksksss201-461.png,with_mask,45,43
462,maksssksksss201-462.png,with_mask,34,29
463,maksssksksss201-463.png,with_mask,21,19
464,maksssksksss201-464.png,with_mask,62,61
465,maksssksksss201-465.png,with_mask,20,20
466,maksssksksss201-466.png,with_mask,36,42
467,maksssksksss201-467.png,with_mask,24,28
468,maksssksksss201-468.png,with_mask,34,32
469,maksssksksss201-469.png,with_mask,29,28
470,maksssksksss201-470.png,with_mask,25,15
471,maksssksksss202-471.png,with_mask,29,20
472,maksssksksss202-472.png,with_mask,27,24
473,maksssksksss202-473.png,with_mask,33,28
474,maksssksksss202-474.png,with_mask,38,33
475,maksssksksss202-475.png,with_mask,34,32
476,maksssksksss202-476.png,with_mask,27,23
477,maksssksksss203-477.png,with_mask,29,26
478,maksssksksss203-478.png,with_mask,25,24
479,maksssksksss203-479.png,with_mask,22,19
480,maksssksksss203-480.png,with_mask,22,25
481,maksssksksss204-481.png,with_mask,55,45
482,maksssksksss204-482.png,with_mask,40,38
483,maksssksksss204-483.png,with_mask,25,28
484,maksssksksss204-484.png,with_mask,32,32
485,maksssksksss204-485.png,with_mask,43,40
486,maksssksksss204-486.png,with_mask,37,35
487,maksssksksss204-487.png,with_mask,26,18
488,maksssksksss205-488.png,with_mask,102,70
489,maksssksksss206-489.png,with_mask,44,40
490,maksssksksss206-490.png,with_mask,41,35
491,maksssksksss206-491.png,with_mask,48,48
494,maksssksksss206-494.png,mask_incorrectly_worn,17,15
495,maksssksksss206-495.png,without_mask,13,10
496,maksssksksss206-496.png,without_mask,11,10
497,maksssksksss207-497.png,with_mask,16,17
498,maksssksksss207-498.png,with_mask,49,44
499,maksssksksss207-499.png,with_mask,30,35
500,maksssksksss207-500.png,with_mask,84,53
501,maksssksksss208-501.png,with_mask,88,110
502,maksssksksss208-502.png,with_mask,116,106
503,maksssksksss209-503.png,without_mask,28,26
504,maksssksksss209-504.png,without_mask,22,25
505,maksssksksss209-505.png,without_mask,29,27
506,maksssksksss209-506.png,without_mask,28,24
507,maksssksksss209-507.png,without_mask,34,30
508,maksssksksss209-508.png,with_mask,41,36
509,maksssksksss209-509.png,without_mask,28,22
510,maksssksksss209-510.png,without_mask,33,33
511,maksssksksss209-511.png,without_mask,28,26
512,maksssksksss209-512.png,with_mask,39,32
513,maksssksksss209-513.png,without_mask,25,22
514,maksssksksss209-514.png,without_mask,22,22
515,maksssksksss209-515.png,without_mask,17,17
516,maksssksksss209-516.png,without_mask,20,22
517,maksssksksss21-517.png,with_mask,81,69
518,maksssksksss21-518.png,with_mask,55,57
519,maksssksksss21-519.png,with_mask,62,57
520,maksssksksss21-520.png,with_mask,50,47
521,maksssksksss21-521.png,without_mask,28,39
522,maksssksksss210-522.png,with_mask,153,113
523,maksssksksss211-523.png,with_mask,120,132
524,maksssksksss212-524.png,with_mask,60,54
525,maksssksksss213-525.png,with_mask,130,111
526,maksssksksss214-526.png,with_mask,49,47
527,maksssksksss214-527.png,with_mask,25,25
528,maksssksksss214-528.png,with_mask,39,33
529,maksssksksss214-529.png,with_mask,26,25
530,maksssksksss214-530.png,with_mask,54,45
531,maksssksksss214-531.png,with_mask,12,11
533,maksssksksss215-533.png,with_mask,86,83
534,maksssksksss215-534.png,with_mask,76,70
535,maksssksksss216-535.png,with_mask,29,35
536,maksssksksss216-536.png,with_mask,49,36
537,maksssksksss216-537.png,with_mask,25,17
538,maksssksksss216-538.png,with_mask,18,20
539,maksssksksss216-539.png,without_mask,27,31
540,maksssksksss217-540.png,without_mask,139,103
541,maksssksksss218-541.png,without_mask,148,112
542,maksssksksss219-542.png,with_mask,72,64
543,maksssksksss219-543.png,with_mask,59,57
544,maksssksksss22-544.png,with_mask,84,87
545,maksssksksss220-545.png,with_mask,46,49
546,maksssksksss221-546.png,with_mask,31,32
547,maksssksksss221-547.png,with_mask,32,32
548,maksssksksss221-548.png,with_mask,34,26
549,maksssksksss221-549.png,with_mask,34,45
550,maksssksksss221-550.png,with_mask,11,12
556,maksssksksss222-556.png,with_mask,21,20
557,maksssksksss222-557.png,with_mask,20,18
558,maksssksksss222-558.png,with_mask,23,23
559,maksssksksss222-559.png,with_mask,20,17
560,maksssksksss222-560.png,with_mask,24,22
561,maksssksksss222-561.png,with_mask,14,12
562,maksssksksss222-562.png,with_mask,19,11
563,maksssksksss222-563.png,with_mask,21,17
564,maksssksksss222-564.png,with_mask,18,15
565,maksssksksss222-565.png,with_mask,21,17
566,maksssksksss222-566.png,with_mask,25,22
567,maksssksksss222-567.png,with_mask,17,14
568,maksssksksss222-568.png,without_mask,13,17
569,maksssksksss222-569.png,with_mask,19,18
570,maksssksksss222-570.png,with_mask,21,20
571,maksssksksss222-571.png,with_mask,15,15
572,maksssksksss222-572.png,with_mask,14,15
573,maksssksksss223-573.png,with_mask,27,23
574,maksssksksss223-574.png,with_mask,16,31
575,maksssksksss223-575.png,with_mask,35,24
576,maksssksksss223-576.png,with_mask,30,16
577,maksssksksss223-577.png,with_mask,11,10
578,maksssksksss223-578.png,mask_incorrectly_worn,12,13
580,maksssksksss223-580.png,without_mask,13,10
582,maksssksksss223-582.png,without_mask,14,15
584,maksssksksss223-584.png,without_mask,16,15
585,maksssksksss223-585.png,without_mask,23,11
586,maksssksksss223-586.png,without_mask,12,12
587,maksssksksss224-587.png,with_mask,88,84
588,maksssksksss225-588.png,with_mask,147,106
589,maksssksksss226-589.png,with_mask,65,64
590,maksssksksss227-590.png,with_mask,29,27
591,maksssksksss227-591.png,with_mask,28,22
592,maksssksksss227-592.png,with_mask,32,25
593,maksssksksss227-593.png,with_mask,22,23
594,maksssksksss227-594.png,with_mask,23,21
595,maksssksksss227-595.png,with_mask,61,32
596,maksssksksss227-596.png,with_mask,18,18
597,maksssksksss227-597.png,with_mask,18,21
598,maksssksksss227-598.png,with_mask,15,15
599,maksssksksss227-599.png,with_mask,13,16
601,maksssksksss227-601.png,with_mask,12,11
602,maksssksksss228-602.png,with_mask,133,101
603,maksssksksss229-603.png,with_mask,43,31
604,maksssksksss229-604.png,with_mask,31,36
605,maksssksksss229-605.png,with_mask,19,19
606,maksssksksss229-606.png,with_mask,19,17
607,maksssksksss229-607.png,with_mask,22,21
608,maksssksksss229-608.png,with_mask,20,15
609,maksssksksss229-609.png,with_mask,22,14
610,maksssksksss229-610.png,with_mask,26,24
611,maksssksksss229-611.png,with_mask,29,24
612,maksssksksss229-612.png,with_mask,23,27
613,maksssksksss229-613.png,with_mask,16,11
614,maksssksksss229-614.png,with_mask,10,15
615,maksssksksss229-615.png,with_mask,31,28
617,maksssksksss23-617.png,with_mask,57,53
618,maksssksksss230-618.png,with_mask,74,76
619,maksssksksss230-619.png,with_mask,55,59
620,maksssksksss230-620.png,with_mask,54,53
621,maksssksksss230-621.png,with_mask,80,81
622,maksssksksss230-622.png,with_mask,89,88
623,maksssksksss231-623.png,with_mask,24,20
624,maksssksksss231-624.png,with_mask,24,24
625,maksssksksss231-625.png,with_mask,23,18
626,maksssksksss231-626.png,with_mask,26,18
627,maksssksksss231-627.png,with_mask,25,20
628,maksssksksss231-628.png,with_mask,26,23
629,maksssksksss231-629.png,with_mask,23,23
630,maksssksksss231-630.png,with_mask,25,23
631,maksssksksss231-631.png,with_mask,26,24
632,maksssksksss231-632.png,with_mask,22,20
633,maksssksksss231-633.png,with_mask,26,17
634,maksssksksss231-634.png,with_mask,28,26
